device_id,pollution,timestamp,lat,lon
74DA3895C2B4,132,2016-12-17T09:25:00Z,24.175,120.67
74DA3895C2B2,48,2016-12-17T09:25:00Z,23.897,120.419
74DA3895C2B0,37,2016-12-17T09:25:00Z,22.992,120.158
74DA3895C2AE,47,2016-12-17T09:25:00Z,24.198,120.662
74DA3895C2AC,55,2016-12-06T03:50:01Z,25.04,121.614
74DA3895C2AA,42,2016-12-17T09:25:00Z,24.14,120.715
74DA3895C2A2,49,2016-12-17T09:25:00Z,24.165,120.573
74DA3895C2A0,54,2016-12-06T03:45:01Z,25.04,121.614
74DA3895C294,46,2016-12-17T09:25:00Z,24.151,120.633
74DA3895C292,50,2016-12-17T09:25:00Z,24.143,120.655
74DA3895C290,56,2016-12-06T03:45:01Z,25.04,121.614
74DA3895C28E,52,2016-12-06T03:50:01Z,25.04,121.614
74DA3895C286,55,2016-12-06T03:50:01Z,25.04,121.614
74DA3895C284,51,2016-12-06T03:50:01Z,25.04,121.614
74DA3895C280,60,2016-12-06T03:50:01Z,25.039,121.614
74DA3895C27C,54,2016-12-06T03:45:01Z,24.162,120.616
74DA3895C270,52,2016-12-17T09:25:00Z,24.15,120.696
74DA3895C230,45,2016-12-17T09:25:00Z,24.147,120.638
74DA3895C22A,36,2016-12-09T14:55:00Z,24.26,120.816
74DA3895C224,43,2016-12-17T09:25:00Z,24.136,120.635
74DA3895C222,33,2016-12-17T09:25:00Z,24.184,120.602
74DA3895C21E,38,2016-12-17T09:25:00Z,24.191,120.612
74DA3895C21C,54,2016-12-06T03:40:00Z,25.04,121.614
74DA3895C21A,47,2016-12-06T03:45:01Z,25.04,121.614
74DA3895C218,34,2016-12-17T09:25:00Z,24.136,120.665
74DA3895C214,4,2016-12-12T01:10:00Z,24.115,120.631
74DA3895C212,38,2016-12-17T09:25:00Z,24.127,120.614
74DA3895C210,50,2016-12-17T09:25:00Z,24.188,120.702
74DA3895C20A,43,2016-12-17T09:25:00Z,24.167,120.692
74DA3895C208,43,2016-12-17T09:25:00Z,24.161,120.648
74DA3895C1FE,41,2016-12-06T16:40:01Z,24.176,120.608
74DA3895C1FA,63,2016-12-17T03:55:00Z,24.188,120.595
74DA388FF744,28,2016-12-17T09:25:00Z,35.174,128.557
74DA388FF73C,46,2016-12-17T09:25:00Z,37.023,127.838
74DA388FF6D0,55,2016-12-17T09:25:00Z,51.15,6.453
74DA388FF670,31,2016-12-16T10:00:00Z,10.975,106.669
74DA388FF65C,59,2016-12-17T09:25:00Z,23.553,120.468
74DA388FF65A,49,2016-12-17T09:25:00Z,23.495,120.455
74DA388FF5C4,8,2016-12-17T09:25:00Z,25.223,55.282
74DA388FF5BC,25,2016-12-17T09:25:00Z,33.588,130.423
74DA388FF55E,11,2016-12-13T09:15:00Z,25.062,121.585
74DA388FF552,66,2016-12-17T09:25:00Z,52.182,21.001
74DA388FF54C,9,2016-12-07T05:45:01Z,-6.202,106.8
74DA388FF534,20,2016-12-17T02:20:00Z,50.938,-114.084
74DA388FF52E,11,2016-12-17T09:25:00Z,25.062,121.582
74DA388FF502,22,2016-12-17T09:25:00Z,25.062,121.451
74DA388FF4FA,10,2016-12-17T09:25:00Z,25.031,121.443
74DA388FF4F8,33,2016-12-13T03:10:00Z,22.984,120.201
74DA388FF4CA,11,2016-12-17T09:25:00Z,25.018,121.536
74DA388FF4BC,14,2016-12-17T09:25:00Z,25.062,121.451
74DA388FF4B4,5,2016-12-17T09:25:00Z,25.021,121.535
74DA388FF49E,10,2016-12-17T09:25:00Z,25.019,121.538
74DA388FF498,9,2016-12-17T09:25:00Z,25.018,121.536
74DA388FF43C,15,2016-12-17T09:25:00Z,25.019,121.538
74DA388FF43A,12,2016-12-17T09:25:00Z,25.015,121.537
74DA388FF432,52,2016-12-16T09:05:00Z,23.672,120.797
74DA388FF430,13,2016-12-17T09:25:00Z,25.017,121.538
74DA388FF42E,34,2016-12-17T09:25:00Z,24.153,120.657
74DA388FF42C,13,2016-12-17T09:25:00Z,25.017,121.54
74DA388FF42A,10,2016-12-17T09:25:00Z,25.011,121.536
74DA388FF406,2,2016-12-17T09:25:00Z,51.042,-114.136
74DA388FF3F6,4,2016-12-17T09:25:00Z,51.083,-114.13
74DA388FF3F0,9,2016-12-17T09:25:00Z,51.022,-114.108
74DA388FF3EE,0,2016-12-17T09:25:00Z,51.128,-114.154
74DA388FF3D0,75,2016-12-17T09:25:00Z,25.037,121.499
74DA388FF3BA,68,2016-12-17T09:25:00Z,25.036,121.499
74DA388FF3B4,4,2016-12-17T09:25:00Z,36.576,136.619
74DA388FF3B2,11,2016-12-17T09:25:00Z,25.015,121.537
74DA388FF3AE,10,2016-12-17T09:25:00Z,25.017,121.54
74DA388FF3A6,29,2016-12-14T18:15:00Z,23.763,120.691
74DA388FF3A4,9,2016-12-17T09:25:00Z,25.015,121.542
28C2DDDD47E7,21,2016-12-17T09:25:00Z,24.795,120.996
28C2DDDD47E3,11,2016-12-17T09:25:00Z,25.062,121.582
28C2DDDD47DE,2,2016-12-16T10:00:00Z,35.123,138.879
28C2DDDD47DB,10,2016-12-17T09:25:00Z,25.002,121.55
28C2DDDD47D7,12,2016-12-17T09:25:00Z,25.047,121.297
28C2DDDD47D6,41,2016-12-17T09:25:00Z,24.461,118.452
28C2DDDD47CE,11,2016-12-17T09:25:00Z,25.064,121.513
28C2DDDD47CC,9,2016-12-17T09:25:00Z,25.053,121.535
28C2DDDD47CB,58,2016-12-17T09:25:00Z,23.487,120.427
28C2DDDD47C8,11,2016-12-17T09:25:00Z,25.027,121.545
28C2DDDD47C7,27,2016-12-17T09:25:00Z,22.628,120.332
28C2DDDD47C6,10,2016-12-17T09:25:00Z,25.019,121.532
28C2DDDD47C5,20,2016-12-17T09:25:00Z,22.673,121.471
28C2DDDD47C0,36,2016-12-17T09:25:00Z,22.61,120.317
28C2DDDD47BC,34,2016-12-17T09:25:00Z,24.179,120.601
28C2DDDD47BB,38,2016-12-16T02:40:00Z,25.0,121.567
28C2DDDD47B9,17,2016-12-13T08:20:00Z,25.049,121.449
28C2DDDD47AD,61,2016-12-17T09:25:00Z,23.471,120.431
28C2DDDD47A8,9,2016-12-17T09:25:00Z,25.04,121.614
28C2DDDD47A4,11,2016-12-17T09:25:00Z,24.989,121.557
28C2DDDD47A2,37,2016-12-17T09:25:00Z,10.975,106.669
28C2DDDD479F,38,2016-12-17T09:25:00Z,22.961,120.323
28C2DDDD479E,13,2016-12-17T09:25:00Z,24.988,121.556
28C2DDDD479C,44,2016-12-17T09:25:00Z,22.977,120.275
28C2DDDD4790,14,2016-12-17T03:00:00Z,25.086,121.56
28C2DDDD478C,12,2016-12-17T09:25:00Z,25.054,121.553
28C2DDDD4781,52,2016-12-17T09:25:00Z,23.483,120.443
28C2DDDD477E,39,2016-12-17T09:25:00Z,25.037,121.499
28C2DDDD4774,17,2016-12-17T09:25:00Z,25.012,121.552
28C2DDDD46F1,26,2016-12-17T09:25:00Z,25.045,121.446
28C2DDDD4625,23,2016-12-17T09:25:00Z,1.342,103.964
28C2DDDD4620,11,2016-12-17T09:25:00Z,25.101,121.554
28C2DDDD4616,44,2016-12-17T09:25:00Z,1.323,103.869
28C2DDDD45FC,16,2016-12-17T09:25:00Z,25.08,121.571
28C2DDDD45FA,25,2016-12-05T21:55:01Z,-6.883,107.672
28C2DDDD45E8,33,2016-12-17T09:25:00Z,24.161,120.638
28C2DDDD45E7,10,2016-12-17T09:25:00Z,24.967,121.538
28C2DDDD45E2,52,2016-12-17T09:25:00Z,23.468,120.453
28C2DDDD45E0,11,2016-12-17T09:25:00Z,25.105,121.514
28C2DDDD45D9,41,2016-12-17T09:25:00Z,15.167,120.6
28C2DDDD45AA,12,2016-12-17T09:25:00Z,25.062,121.451
28C2DDDD45A1,35,2016-12-17T09:25:00Z,25.105,121.482
28C2DDDD459F,12,2016-12-17T09:25:00Z,25.089,121.503
28C2DDDD459D,7,2016-12-17T09:25:00Z,24.98,121.56
28C2DDDD459C,10,2016-12-17T09:25:00Z,25.023,121.535
28C2DDDD459A,13,2016-12-17T09:25:00Z,25.098,121.53
28C2DDDD4599,23,2016-12-17T09:25:00Z,25.031,121.493
28C2DDDD4598,14,2016-12-17T09:25:00Z,25.061,121.51
28C2DDDD4597,38,2016-12-05T12:35:00Z,25.083,121.572
28C2DDDD4594,80,2016-12-06T02:50:00Z,25.08,121.546
28C2DDDD4592,27,2016-12-13T09:40:00Z,25.041,121.614
28C2DDDD458F,9,2016-12-17T09:25:00Z,25.036,121.532
28C2DDDD458A,11,2016-12-17T09:25:00Z,25.112,121.522
28C2DDDD4585,19,2016-12-17T09:25:00Z,25.029,121.506
28C2DDDD4583,7,2016-12-17T09:25:00Z,25.058,121.533
28C2DDDD457E,14,2016-12-17T09:25:00Z,25.061,121.516
28C2DDDD457D,11,2016-12-17T09:25:00Z,25.03,121.518
28C2DDDD457B,58,2016-12-17T09:25:00Z,23.487,120.454
28C2DDDD457A,16,2016-12-17T09:25:00Z,25.013,121.552
28C2DDDD4579,15,2016-12-17T09:25:00Z,25.035,121.57
28C2DDDD4575,13,2016-12-17T09:25:00Z,25.062,121.451
28C2DDDD4572,10,2016-12-17T09:25:00Z,25.042,121.531
28C2DDDD4571,10,2016-12-17T09:25:00Z,25.005,121.537
28C2DDDD456C,35,2016-12-15T11:05:00Z,25.056,121.516
28C2DDDD456A,10,2016-12-17T09:25:00Z,25.035,121.551
28C2DDDD4568,10,2016-12-17T09:25:00Z,25.064,121.516
28C2DDDD4566,16,2016-12-17T09:25:00Z,25.038,121.585
28C2DDDD455E,13,2016-12-17T09:25:00Z,25.023,121.499
28C2DDDD455C,12,2016-12-17T09:25:00Z,25.134,121.5
28C2DDDD4559,31,2016-12-16T13:15:00Z,25.029,121.557
28C2DDDD4539,9,2016-12-17T09:25:00Z,25.11,121.536
28C2DDDD4534,9,2016-12-17T09:25:00Z,25.084,121.507
28C2DDDD4532,50,2016-12-17T09:25:00Z,24.682,121.125
28C2DDDD452E,24,2016-12-01T01:40:00Z,25.038,121.548
28C2DDDD4528,22,2016-11-29T09:55:58Z,25.037,121.564
28C2DDDD4525,29,2016-11-30T09:25:01Z,14.176,100.694
28C2DDDD4524,35,2016-12-04T13:05:01Z,24.785,120.988
28C2DDDD451B,10,2016-12-17T09:25:00Z,25.005,121.587
28C2DDDD4519,32,2016-12-13T04:20:00Z,24.78,120.995
28C2DDDD450C,8,2016-12-17T09:25:00Z,25.052,121.563
28C2DDDD4505,5,2016-12-17T09:25:00Z,24.996,121.548
28C2DDDD4501,1,2016-12-17T09:25:00Z,25.057,121.613
28C2DDDD44F8,51,2016-12-17T09:25:00Z,23.954,120.575
28C2DDDD44AA,33,2016-12-17T09:25:00Z,23.848,120.286
28C2DDDD4463,20,2016-12-17T09:25:00Z,16.818,96.195
28C2DDDD443A,11,2016-12-17T09:25:00Z,25.043,121.579
28C2DDDD4423,13,2016-12-17T09:25:00Z,25.062,121.451
